序号(),日期时间,时间(s),水平X1力(kN),水平X2力(kN),垂向Y1力(kN),垂向Y2力(kN),水平X1位移(mm),水平X2位移(mm),垂向Y1位移(mm),垂向Y2位移(mm),水平应变1微应变(με),水平应变2微应变(με),垂向应变1微应变(με),垂向应变2微应变(με),应变CH5微应变(με),应变CH6微应变(με),应变CH7微应变(με),应变CH8微应变(με),水平变形(mm),垂向变形(mm)
0,#2026-05-27 13:51:10#,0,0.000127,-7.8E-05,0.124925,0.162613,0.000333,0,0,0,0,0,0,0,0,0,0,0,0,0
1,#2026-05-27 13:51:11#,0,0.000127,-7.8E-05,0.124925,0.162613,0.000333,0,0,0,0,0,0,0,0,0,0,0,0,0
2,#2026-05-27 13:51:11#,0.199999999998909,-5.4E-05,2E-06,0.125047,0.162714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,#2026-05-27 13:51:11#,0.319999999999709,0.000133,-0.000231,0.124925,0.162426,0,-0.000333,0,0,0,0,0,0,0,0,0,0,0,0
4,#2026-05-27 13:51:11#,0.420000000000073,-2.6E-05,-0.000278,0.125,0.16244,0,-0.000333,0,0,0,0,0,0,0,0,0,0,0,0
5,#2026-05-27 13:51:11#,0.520999999998821,-7E-06,-0.000181,0.128934,0.166268,0,0,0,0.000333,0,0,0,0,0,0,0,0,0,0
6,#2026-05-27 13:51:11#,0.620999999999185,0.000155,-5.5E-05,0.148958,0.187064,0.000333,-0.000333,0,0.001333,0,0,0,0,0,0,0,0,0,0
7,#2026-05-27 13:51:11#,0.722999999999956,0.000194,-0.000133,0.201815,0.240962,0,0,0,0.004333,0,0,0,0,0,0,0,0,0,0
8,#2026-05-27 13:51:11#,0.795000000000073,0.000118,-7.4E-05,0.251819,0.291073,0,0,0,0.007333,0,0,0,0,0,0,0,0,0,0
9,#2026-05-27 13:51:11#,0.90099999999984,0.000189,-7.6E-05,0.324845,0.363519,0,-0.000333,-0.000333,0.012,0,0,0,0,0,0,0,0,0,0
10,#2026-05-27 13:51:11#,1.0109999999986,0.000133,-0.000122,0.394197,0.429759,0,0,-0.000333,0.016667,0,0,0,0,0,0,0,0,0,0
11,#2026-05-27 13:51:12#,1.11899999999878,0.000297,5.6E-05,0.44541,0.478371,0,0,-0.000333,0.020667,0,0,0,0,0,0,0,0,0,0
12,#2026-05-27 13:51:12#,1.22400000000016,0.000196,2.9E-05,0.483284,0.514562,0,-0.000333,-0.000333,0.023667,0,0,0,0,0,0,0,0,0,0
13,#2026-05-27 13:51:12#,1.3239999999987,0.000205,8.1E-05,0.518893,0.548926,0,-0.000333,-0.000333,0.026667,0,0,0,0,0,0,0,0,0,0
14,#2026-05-27 13:51:12#,1.42399999999907,0.00034,-0.000124,0.558288,0.586822,0,0,-0.000667,0.03,0,0,0,0,0,0,0,0,0,0
15,#2026-05-27 13:51:12#,1.52499999999964,0.000334,-0.000103,0.602267,0.629433,0,-0.000333,-0.000667,0.033667,0,0,0,0,0,0,0,0,0,0
16,#2026-05-27 13:51:12#,1.625,0.000215,-7E-05,0.643003,0.668625,0,0,-0.000667,0.037667,0,0,0,0,0,0,0,0,0,0
17,#2026-05-27 13:51:12#,1.72499999999854,0.000246,0.000102,0.681824,0.70631,0,0,-0.001,0.041333,0,0,0,0,0,0,0,0,0,0
18,#2026-05-27 13:51:12#,1.82599999999911,0.000276,-8.9E-05,0.722694,0.746148,0,-0.000333,-0.001,0.045667,0,0,0,0,0,0,0,0,0,0
19,#2026-05-27 13:51:12#,1.92599999999948,9.2E-05,-2.6E-05,0.765731,0.78785,0,0,-0.001333,0.05,0,0,0,0,0,0,0,0,0,0
20,#2026-05-27 13:51:12#,2.02599999999984,0.000364,-7E-05,0.812303,0.833448,0,0,-0.001667,0.055,0,0,0,0,0,0,0,0,0,0
21,#2026-05-27 13:51:13#,2.10099999999875,0.000144,2.7E-05,0.844542,0.864575,0,-0.000333,-0.001667,0.058667,0,0,0,0,0,0,0,0,0,0
22,#2026-05-27 13:51:13#,2.20999999999913,0.000151,-8.7E-05,0.87166,0.890883,0,-0.000333,-0.002,0.062333,0,0,0,0,0,0,0,0,0,0
23,#2026-05-27 13:51:13#,2.31899999999951,7.1E-05,-4.2E-05,0.894208,0.912704,0,-0.000333,-0.002,0.065667,0,0,0,0,0,0,0,0,0,0
24,#2026-05-27 13:51:13#,2.42799999999988,0.000226,-0.000217,0.919415,0.93729,0,0,-0.002,0.069,0,0,0,0,0,0,0,0,0,0
25,#2026-05-27 13:51:13#,2.52800000000025,0.000258,-0.000122,0.943351,0.961103,0,0,-0.002,0.072,0,0,0,0,0,0,0,0,0,0
26,#2026-05-27 13:51:13#,2.62799999999879,0.00028,-0.000164,0.966739,0.984111,0,0,-0.002,0.075333,0,0,0,0,0,0,0,0,0,0
27,#2026-05-27 13:51:13#,2.72899999999936,0.000358,0,0.988347,1.005173,0,-0.000333,-0.002,0.078333,0,0,0,0,0,0,0,0,0,0
28,#2026-05-27 13:51:13#,2.82899999999972,0.000364,-7.6E-05,1.00941,1.025845,0,-0.000333,-0.001667,0.081333,0,0,0,0,0,0,0,0,0,0
29,#2026-05-27 13:51:13#,2.92900000000009,0.000228,-2.6E-05,1.030775,1.047035,0,-0.000333,-0.001667,0.084333,0,0,0,0,0,0,0,0,0,0
30,#2026-05-27 13:51:13#,3.02999999999884,0.000278,-1.7E-05,1.055189,1.071188,0,0,-0.001667,0.087667,0,0,0,0,0,0,0,0,0,0
31,#2026-05-27 13:51:14#,3.1299999999992,0.000328,-4.7E-05,1.082691,1.098253,0,-0.000333,-0.001667,0.091667,0,0,0,0,0,0,0,0,0,0
32,#2026-05-27 13:51:14#,3.22999999999956,0.000146,-9.5E-05,1.109437,1.12454,0,0,-0.001667,0.095667,0,0,0,0,0,0,0,0,0,0
33,#2026-05-27 13:51:14#,3.32999999999993,0.000295,-0.000208,1.131975,1.146431,0,-0.000333,-0.001667,0.099333,0,0,0,0,0,0,0,0,0,0
34,#2026-05-27 13:51:14#,3.41799999999967,0.000237,-0.000118,1.148842,1.163046,0,0,-0.001667,0.102333,0,0,0,0,0,0,0,0,0,0
35,#2026-05-27 13:51:14#,3.52800000000025,0.000181,-0.000166,1.16967,1.183362,0,-0.000333,-0.001667,0.106,0,0,0,0,0,0,0,0,0,0
36,#2026-05-27 13:51:14#,3.6309999999994,0.00033,-4.7E-05,1.19065,1.204313,0,0,-0.001667,0.109667,0,0,0,0,0,0,0,0,0,0
37,#2026-05-27 13:51:14#,3.73300000000017,0.000392,-9E-06,1.205322,1.218356,0,-0.000333,-0.001667,0.113,0,0,0,0,0,0,0,0,0,0
38,#2026-05-27 13:51:14#,3.83299999999872,0.000168,-0.000168,1.215412,1.22837,0,-0.000333,-0.001667,0.115667,0,0,0,0,0,0,0,0,0,0
39,#2026-05-27 13:51:14#,3.93299999999908,6E-05,-0.000116,1.227376,1.240091,0,-0.000333,-0.001667,0.118333,0,0,0,0,0,0,0,0,0,0
40,#2026-05-27 13:51:14#,4.03299999999945,0.000235,-0.000101,1.242669,1.255251,0,-0.000333,-0.001667,0.121,0,0,0,0,0,0,0,0,0,0
41,#2026-05-27 13:51:15#,4.13299999999981,0.000343,-0.000191,1.259761,1.272168,0,0,-0.001667,0.124,0,0,0,0,0,0,0,0,0,0
42,#2026-05-27 13:51:15#,4.23300000000017,0.000213,-8E-05,1.279109,1.2914,0,-0.000333,-0.001333,0.127333,0,0,0,0,0,0,0,0,0,0
43,#2026-05-27 13:51:15#,4.33299999999872,0.000271,-5.1E-05,1.296861,1.308743,0,-0.000333,-0.001333,0.130667,0,0,0,0,0,0,0,0,0,0
44,#2026-05-27 13:51:15#,4.43399999999929,0.000205,-5E-06,1.312316,1.324051,0,-0.000333,-0.001333,0.134,0,0,0,0,0,0,0,0,0,0
45,#2026-05-27 13:51:15#,4.53399999999965,0.000222,-0.000154,1.325809,1.33725,0,-0.000333,-0.001333,0.137,0,0,0,0,0,0,0,0,0,0
46,#2026-05-27 13:51:15#,4.63400000000001,0.00023,2.7E-05,1.340788,1.351843,0,-0.000333,-0.001333,0.14,0,0,0,0,0,0,0,0,0,0
47,#2026-05-27 13:51:15#,4.72799999999916,0.000168,-8.4E-05,1.358049,1.36915,0,-0.000333,-0.001333,0.143333,0,0,0,0,0,0,0,0,0,0
48,#2026-05-27 13:51:15#,4.83399999999892,3.6E-05,-7E-05,1.381666,1.392457,0,-0.000333,-0.001333,0.147667,0,0,0,0,0,0,0,0,0,0
49,#2026-05-27 13:51:15#,4.93499999999949,0.000241,-8E-05,1.40444,1.415082,0,-0.000333,-0.001333,0.152,0,0,0,0,0,0,0,0,0,0
50,#2026-05-27 13:51:15#,5.03499999999985,0.000334,2.5E-05,1.42054,1.430747,0,0,-0.001333,0.155667,0,0,0,0,0,0,0,0,0,0
51,#2026-05-27 13:51:16#,5.1359999999986,0.000299,-0.000126,1.431601,1.441446,0,-0.000333,-0.001333,0.159333,0,0,0,0,0,0,0,0,0,0
52,#2026-05-27 13:51:16#,5.23599999999897,0.000256,-9.1E-05,1.443226,1.452569,0,0,-0.001333,0.162667,0,0,0,0,0,0,0,0,0,0
53,#2026-05-27 13:51:16#,5.33599999999933,0.000185,5E-05,1.45627,1.465555,0,-0.000333,-0.001333,0.166,0,0,0,0,0,0,0,0,0,0
54,#2026-05-27 13:51:16#,5.43599999999969,0.000129,-0.000265,1.468599,1.477818,0,-0.000333,-0.001333,0.169333,0,0,0,0,0,0,0,0,0,0
55,#2026-05-27 13:51:16#,5.53799999999865,0.000194,-5.1E-05,1.478427,1.487075,0,-0.000333,-0.001333,0.172667,0,0,0,0,0,0,0,0,0,0
56,#2026-05-27 13:51:16#,5.63299999999981,0.000278,-0.000248,1.486881,1.495238,0,-0.000333,-0.001333,0.175333,0,0,0,0,0,0,0,0,0,0
57,#2026-05-27 13:51:16#,5.71799999999894,0.000295,-0.000158,1.495995,1.504341,0,-0.000333,-0.001,0.177667,0,0,0,0,0,0,0,0,0,0
58,#2026-05-27 13:51:16#,5.82899999999972,0.000189,-0.000204,1.511638,1.519739,0,-0.000333,-0.001,0.181333,0,0,0,0,0,0,0,0,0,0
59,#2026-05-27 13:51:16#,5.9380000000001,0.000215,0.000115,1.524581,1.532646,0,-0.000333,-0.001,0.185,0,0,0,0,0,0,0,0,0,0
60,#2026-05-27 13:51:16#,6.03799999999865,0.000254,-7.6E-05,1.534777,1.542589,0,-0.000333,-0.001,0.188,0,0,0,0,0,0,0,0,0,0
61,#2026-05-27 13:51:17#,6.13899999999921,9.7E-05,-0.000101,1.545326,1.553095,0,-0.000333,-0.001,0.191,0,0,0,0,0,0,0,0,0,0
62,#2026-05-27 13:51:17#,6.24299999999857,0.000388,-3E-06,1.559192,1.566856,0,-0.000333,-0.001,0.194333,0,0,0,0,0,0,0,0,0,0
63,#2026-05-27 13:51:17#,6.34299999999894,0.000155,2E-06,1.576346,1.584111,0,-0.000333,-0.001,0.198,0,0,0,0,0,0,0,0,0,0
64,#2026-05-27 13:51:17#,6.4429999999993,0.000258,-0.000131,1.594244,1.601815,0,-0.000333,-0.001,0.202333,0,0,0,0,0,0,0,0,0,0
65,#2026-05-27 13:51:17#,6.54299999999967,0.000291,-0.000208,1.607935,1.615272,0,-0.000333,-0.001,0.206,0,0,0,0,0,0,0,0,0,0
66,#2026-05-27 13:51:17#,6.64300000000003,0.000304,-5.9E-05,1.61801,1.625144,0,-0.000333,-0.001,0.209667,0,0,0,0,0,0,0,0,0,0
67,#2026-05-27 13:51:17#,6.74299999999857,0.000196,-0.000208,1.626464,1.633524,0,-0.000333,-0.001,0.213333,0,0,0,0,0,0,0,0,0,0
68,#2026-05-27 13:51:17#,6.84399999999914,0.000382,-0.000271,1.638655,1.645603,0,-0.000333,-0.001,0.216667,0,0,0,0,0,0,0,0,0,0
69,#2026-05-27 13:51:17#,6.94399999999951,0.000239,-0.000105,1.653417,1.660072,0,-0.000333,-0.001,0.220667,0,0,0,0,0,0,0,0,0,0
70,#2026-05-27 13:51:17#,7.04500000000007,0.000159,-7.2E-05,1.666194,1.672568,0,-0.000333,-0.001,0.224667,0,0,0,0,0,0,0,0,0,0
71,#2026-05-27 13:51:18#,7.13799999999901,0.000213,-1.3E-05,1.669807,1.676062,0,-0.000333,-0.001,0.227333,0,0,0,0,0,0,0,0,0,0
72,#2026-05-27 13:51:18#,7.24499999999898,0.000239,-0.000149,1.672192,1.678094,0,-0.000333,-0.000667,0.230333,0,0,0,0,0,0,0,0,0,0
73,#2026-05-27 13:51:18#,7.34599999999955,0.000338,-0.000147,1.679423,1.685189,0,-0.000333,-0.000667,0.233,0,0,0,0,0,0,0,0,0,0
74,#2026-05-27 13:51:18#,7.44599999999991,0.000271,-6.8E-05,1.692132,1.698001,0,-0.000333,-0.000667,0.236,0,0,0,0,0,0,0,0,0,0
75,#2026-05-27 13:51:18#,7.54599999999846,0.000274,-7E-05,1.707121,1.713117,0,-0.000333,-0.000667,0.239667,0,0,0,0,0,0,0,0,0,0
76,#2026-05-27 13:51:18#,7.64599999999882,0.000189,-0.000126,1.715665,1.721407,0,-0.000333,-0.000667,0.242667,0,0,0,0,0,0,0,0,0,0
77,#2026-05-27 13:51:18#,7.74599999999919,0.000384,-7.2E-05,1.720816,1.726276,0,-0.000333,-0.000667,0.245333,0,0,0,0,0,0,0,0,0,0
78,#2026-05-27 13:51:18#,7.84799999999996,0.000222,-0.000269,1.727696,1.733318,0,-0.000333,-0.000667,0.248333,0,0,0,0,0,0,0,0,0,0
79,#2026-05-27 13:51:18#,7.9479999999985,0.000161,-0.000103,1.738674,1.74417,0,-0.000333,-0.000667,0.251333,0,0,0,0,0,0,0,0,0,0
80,#2026-05-27 13:51:18#,8.04799999999887,0.00025,-0.00011,1.752722,1.758431,0,-0.000333,-0.000667,0.254667,0,0,0,0,0,0,0,0,0,0
81,#2026-05-27 13:51:19#,8.1260000000002,0.000312,1E-05,1.764629,1.770419,0,-0.000333,-0.000667,0.257333,0,0,0,0,0,0,0,0,0,0
82,#2026-05-27 13:51:19#,8.23399999999856,0.000265,-0.000162,1.780383,1.786226,0,-0.000333,-0.000667,0.261333,0,0,0,0,0,0,0,0,0,0
83,#2026-05-27 13:51:19#,8.34799999999996,0.000243,-0.000244,1.79339,1.798983,0,-0.000333,-0.000667,0.265667,0,0,0,0,0,0,0,0,0,0
84,#2026-05-27 13:51:19#,8.4489999999987,0.000306,-4.9E-05,1.802771,1.808359,0,-0.000333,-0.000667,0.269,0,0,0,0,0,0,0,0,0,0
85,#2026-05-27 13:51:19#,8.54899999999907,0.00034,-0.000103,1.811344,1.816874,0,-0.000333,-0.000667,0.272333,0,0,0,0,0,0,0,0,0,0
86,#2026-05-27 13:51:19#,8.64899999999943,0.000243,-0.000309,1.822371,1.828011,0,-0.000333,-0.000667,0.275667,0,0,0,0,0,0,0,0,0,0
87,#2026-05-27 13:51:19#,8.7489999999998,0.000394,-0.000133,1.833377,1.838888,0,-0.000333,-0.000667,0.279,0,0,0,0,0,0,0,0,0,0
88,#2026-05-27 13:51:19#,8.84999999999854,0.000466,-0.000212,1.842678,1.848322,0,-0.000333,-0.000667,0.282333,0,0,0,0,0,0,0,0,0,0
89,#2026-05-27 13:51:19#,8.94999999999891,0.000308,-0.000179,1.850157,1.855689,0,-0.000333,-0.000667,0.285333,0,0,0,0,0,0,0,0,0,0
90,#2026-05-27 13:51:19#,9.04999999999927,0.000207,-0.000185,1.856545,1.861973,0,-0.000333,-0.000667,0.288333,0,0,0,0,0,0,0,0,0,0
91,#2026-05-27 13:51:20#,9.15099999999984,0.000315,-9.7E-05,1.865199,1.870749,0,-0.000333,-0.000667,0.291333,0,0,0,0,0,0,0,0,0,0
92,#2026-05-27 13:51:20#,9.2510000000002,0.000217,-0.000143,1.875376,1.881225,0,-0.000333,-0.000667,0.294333,0,0,0,0,0,0,0,0,0,0
93,#2026-05-27 13:51:20#,9.35099999999875,0.000213,-0.000179,1.883718,1.889288,0,-0.000333,-0.000667,0.297333,0,0,0,0,0,0,0,0,0,0
94,#2026-05-27 13:51:20#,9.4429999999993,0.00034,-0.000206,1.891107,1.896619,0,-0.000333,-0.000667,0.3,0,0,0,0,0,0,0,0,0,0
95,#2026-05-27 13:51:20#,9.53799999999865,0.000243,-8.7E-05,1.900086,1.905678,0,-0.000333,-0.000667,0.302667,0,0,0,0,0,0,0,0,0,0
96,#2026-05-27 13:51:20#,9.64899999999943,0.000466,-0.000103,1.914769,1.920449,0,-0.000333,-0.000667,0.306333,0,0,0,0,0,0,0,0,0,0
97,#2026-05-27 13:51:20#,9.75299999999879,0.00017,-3.2E-05,1.933962,1.939701,0,-0.000333,-0.000667,0.310333,0,0,0,0,0,0,0,0,0,0
98,#2026-05-27 13:51:20#,9.85299999999916,0.00028,-9.9E-05,1.95383,1.959612,0,-0.000333,-0.000667,0.315,0,0,0,0,0,0,0,0,0,0
99,#2026-05-27 13:51:20#,9.95299999999952,0.00025,-0.000118,1.972168,1.977695,0,-0.000333,-0.000667,0.319667,0,0,0,0,0,0,0,0,0,0
100,#2026-05-27 13:51:20#,10.0529999999999,0.000241,-3.2E-05,1.982059,1.98716,0,-0.000333,-0.000667,0.324,0,0,0,0,0,0,0,0,0,0
101,#2026-05-27 13:51:21#,10.1539999999986,0.000401,-6.1E-05,1.986206,1.991192,0,-0.000333,-0.000667,0.327667,0,0,0,0,0,0,0,0,0,0
102,#2026-05-27 13:51:21#,10.253999999999,0.000192,-8E-05,1.992428,1.997289,0,-0.000333,-0.000667,0.330667,0,0,0,0,0,0,0,0,0,0
103,#2026-05-27 13:51:21#,10.3539999999994,0.000194,-5.9E-05,1.998792,2.003703,0,-0.000333,-0.000667,0.334,0,0,0,0,0,0,0,0,0,0
104,#2026-05-27 13:51:21#,10.4239999999991,0.000153,-0.000173,2.002328,2.007057,0,-0.000333,-0.000667,0.336,0,0,0,0,0,0,0,0,0,0
105,#2026-05-27 13:51:21#,10.5379999999986,0.000157,-0.000108,2.007381,2.012191,0,-0.000333,-0.000667,0.339,0,0,0,0,0,0,0,0,0,0
106,#2026-05-27 13:51:21#,10.6329999999998,0.00028,-0.000143,2.014335,2.018955,0,-0.000333,-0.000667,0.341667,0,0,0,0,0,0,0,0,0,0
107,#2026-05-27 13:51:21#,10.7429999999986,0.000263,-0.000112,2.024939,2.029508,-0.000333,-0.000333,-0.000333,0.344667,0,0,0,0,0,0,0,0,0,0
108,#2026-05-27 13:51:21#,10.8549999999996,0.000356,-0.000158,2.038378,2.04311,0,-0.000333,-0.000333,0.348333,0,0,0,0,0,0,0,0,0,0
109,#2026-05-27 13:51:21#,10.9560000000001,0.000246,-0.000225,2.047874,2.052488,-0.000333,-0.000333,-0.000333,0.351667,0,0,0,0,0,0,0,0,0,0
110,#2026-05-27 13:51:21#,11.0579999999991,0.00017,-0.000175,2.055227,2.059917,0,-0.000333,-0.000333,0.354667,0,0,0,0,0,0,0,0,0,0
111,#2026-05-27 13:51:22#,11.1579999999994,0.000226,-0.000177,2.063361,2.067808,-0.000333,-0.000333,-0.000333,0.357333,0,0,0,0,0,0,0,0,0,0
112,#2026-05-27 13:51:22#,11.2579999999998,0.000112,-0.000206,2.07369,2.077985,0,-0.000333,-0.000333,0.360667,0,0,0,0,0,0,0,0,0,0
113,#2026-05-27 13:51:22#,11.3580000000002,0.000118,-7E-06,2.086999,2.091455,0,-0.000333,-0.000333,0.364,0,0,0,0,0,0,0,0,0,0
114,#2026-05-27 13:51:22#,11.4579999999987,0.000209,-0.000149,2.101992,2.106432,0,-0.000333,-0.000667,0.368,0,0,0,0,0,0,0,0,0,0
115,#2026-05-27 13:51:22#,11.5579999999991,0.0002,-0.000116,2.116551,2.120746,0,-0.000333,-0.000667,0.372,0,0,0,0,0,0,0,0,0,0
116,#2026-05-27 13:51:22#,11.6589999999997,0.000386,-0.000299,2.130688,2.135058,0,-0.000333,-0.000667,0.376333,0,0,0,0,0,0,0,0,0,0
117,#2026-05-27 13:51:22#,11.735999999999,0.000179,-3.8E-05,2.139228,2.143489,-0.000333,-0.000333,-0.000667,0.379333,0,0,0,0,0,0,0,0,0,0
118,#2026-05-27 13:51:22#,11.8459999999995,0.000299,-0.000139,2.144904,2.148757,0,-0.000333,-0.000333,0.383333,0,0,0,0,0,0,0,0,0,0
119,#2026-05-27 13:51:22#,11.9579999999987,0.000291,-0.000191,2.150039,2.153768,0,-0.000333,-0.000333,0.386667,0,0,0,0,0,0,0,0,0,0
120,#2026-05-27 13:51:22#,12.0599999999995,0.000135,-0.000152,2.156251,2.160075,0,-0.000333,-0.000333,0.39,0,0,0,0,0,0,0,0,0,0
121,#2026-05-27 13:51:23#,12.1599999999999,0.000233,-0.000189,2.16161,2.165495,0,-0.000333,-0.000333,0.392667,0,0,0,0,0,0,0,0,0,0
122,#2026-05-27 13:51:23#,12.2609999999986,0.000269,-0.000152,2.166943,2.170763,-0.000333,-0.000333,-0.000333,0.395333,0,0,0,0,0,0,0,0,0,0
123,#2026-05-27 13:51:23#,12.3539999999994,0.000295,-0.000126,2.175207,2.178963,-0.000333,0,-0.000333,0.398333,0,0,0,0,0,0,0,0,0,0
124,#2026-05-27 13:51:23#,12.4609999999993,0.000224,-0.000162,2.186152,2.190004,-0.000333,0,-0.000333,0.401667,0,0,0,0,0,0,0,0,0,0
125,#2026-05-27 13:51:23#,12.5630000000001,0.000384,-0.000173,2.193804,2.197264,0,-0.000333,-0.000333,0.404667,0,0,0,0,0,0,0,0,0,0
126,#2026-05-27 13:51:23#,12.6629999999986,0.000172,-9.7E-05,2.199694,2.203359,0,-0.000333,-0.000333,0.407667,0,0,0,0,0,0,0,0,0,0
127,#2026-05-27 13:51:23#,12.762999999999,0.00025,-0.000236,2.207707,2.21113,-0.000333,0,-0.000333,0.410333,0,0,0,0,0,0,0,0,0,0
128,#2026-05-27 13:51:23#,12.8629999999994,0.000388,-0.000246,2.217082,2.220654,0,-0.000333,-0.000333,0.413333,0,0,0,0,0,0,0,0,0,0
129,#2026-05-27 13:51:23#,12.9629999999997,0.000308,-0.000183,2.230016,2.233668,-0.000333,0,-0.000333,0.417,0,0,0,0,0,0,0,0,0,0
130,#2026-05-27 13:51:23#,13.0479999999989,0.000265,-0.000265,2.243472,2.24715,-0.000333,-0.000333,-0.000333,0.420333,0,0,0,0,0,0,0,0,0,0
131,#2026-05-27 13:51:24#,13.155999999999,0.000466,-8.9E-05,2.259129,2.262923,0,0,-0.000333,0.425,0,0,0,0,0,0,0,0,0,0
132,#2026-05-27 13:51:24#,13.2639999999992,0.000267,-0.00029,2.274775,2.278394,-0.000333,0,-0.000333,0.429667,0,0,0,0,0,0,0,0,0,0
133,#2026-05-27 13:51:24#,13.3639999999996,0.000224,-0.000223,2.28747,2.290999,0,0,-0.000667,0.434,0,0,0,0,0,0,0,0,0,0
134,#2026-05-27 13:51:24#,13.4639999999999,0.000323,-0.000313,2.296716,2.300344,-0.000333,-0.000333,-0.000667,0.438333,0,0,0,0,0,0,0,0,0,0
135,#2026-05-27 13:51:24#,13.5649999999987,0.000274,-0.000246,2.300632,2.304071,-0.000333,-0.000333,-0.000333,0.442,0,0,0,0,0,0,0,0,0,0
136,#2026-05-27 13:51:24#,13.6649999999991,0.000369,-0.000236,2.298707,2.301598,-0.000333,0,-0.000333,0.444667,0,0,0,0,0,0,0,0,0,0
137,#2026-05-27 13:51:24#,13.7649999999994,0.000349,-0.000173,2.297949,2.300287,0,0,-0.000333,0.447,0,0,0,0,0,0,0,0,0,0
138,#2026-05-27 13:51:24#,13.8349999999991,0.000202,-0.000152,2.301304,2.303535,0,0,-0.000333,0.448667,0,0,0,0,0,0,0,0,0,0
139,#2026-05-27 13:51:24#,13.9439999999995,0.000276,-0.00011,2.31116,2.313442,0,-0.000333,-0.000333,0.451667,0,0,0,0,0,0,0,0,0,0
